과제번호,질환,질환_en,표적,모달리티,모달리티_대분류,개발단계,개발단계_en,보유기관,적응증,과제명,현재상태,성공가능성_pct,성공가능성_근거
RS-2024-00463096,대사,Metabolic,Serpin Family,Small molecules,합성/저분자,발굴,Discovery,대웅제약,Liver fibrosis,Collagen 억제제 발굴을 통한 간 섬유화 및 간경화 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00459648,대사,Metabolic,FABP4/5,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,커서스바이오 주식회사,"Obesity, type 2 diabetes",지방축적인자 (FABP4/FABP5) 동시 억제가 가능한 RNAi기반 지방세포 표적 비만 유전자 치료제에 대한 후보물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00219249,대사,Metabolic,"Bacteroides vulgatus, Roseburia intestinalis, Akkermansia muciniphila",Other-Bio.,바이오/첨단,발굴,Discovery,주식회사 고바이오랩,Obesity,삼제 병용 마이크로바이옴 균주 복합체를 이용한 경구용 비만 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00218823,대사,Metabolic,KARS1,Small molecules,합성/저분자,발굴,Discovery,(주)자이메디,NASH,대식세포의 침윤과 간미세환경 조절을 통한 다기전 NASH 치료제 후보물질의 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0599,대사,Metabolic,TLR5,rProtein,바이오/첨단,발굴,Discovery,(주)메디스팬,NASH,Fc-flagellin 기반 NASH 치료 후보물질 도출 및 비임상 시험 진입,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0805,대사,Metabolic,CR-P1,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,(주)큐로젠,NASH,비알콜성지방간염 유전자치료제 후보물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0561,대사,Metabolic,"FGF21, GLP-1, GCG, a-cytokine",rProtein,바이오/첨단,발굴,Discovery,(주)원진바이오테크놀로지,NASH,UniStac 기반의 지속형 NASH 사중치료제(OGB21502)의 비임상 후보물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0535,대사,Metabolic,hGH receptor,rProtein,바이오/첨단,발굴,Discovery,알테오젠,Acromegaly,차세대 지속형 성장호르몬 수용체 길항제의 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02202980,대사,Metabolic,KARS1,Small molecules,합성/저분자,비임상,Preclinical,(주)자이메디,MASH,염증성 대식세포 조절을 통한 다기전 MASH 치료제 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2023-00282937,대사,Metabolic,"FGF21,GLP.1,GCG,a.cytokine",rProtein,바이오/첨단,비임상,Preclinical,주식회사 원진바이오테크놀로지,NASH,UniStac 기반의 지속형 NASH 사중치료제(OGB21502)에 대한 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0594,대사,Metabolic,LPAR1,Small molecules,합성/저분자,비임상,Preclinical,에이엠 사이언스,Liver fibrosis,LPA1 길항제 AMS-III-1086; 간 섬유화 치료제 개발 비임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0555,대사,Metabolic,GDF15,rProtein,바이오/첨단,비임상,Preclinical,(주)유한양행,Obesity,신규 비만치료제 YH34160의 비임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2024-00335179,대사,Metabolic,"GLP-1, GLP-2 수용체",rProtein,바이오/첨단,임상1상,Phase1,(주)프로젠,"Obesity, Type 2 Diabetes",차세대 이중타겟 비만·당뇨 치료제 PG-102의 임상 1상 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2023-00218035,대사,Metabolic,HTR2A,Small molecules,합성/저분자,임상1상,Phase1,제이디바이오사이언스,NASH,First-in-class NASH 치료제 GM-60106의 임상연구 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
HN21C0675,대사,Metabolic,SGLT1/2,Small molecules,합성/저분자,임상1상,Phase1,제일약품주식회사,Diabetes,제1형 및 제2형 당뇨병 치료제로서 JP-2266의 유럽 임상 1상 개발 연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2025-02073063,대사,Metabolic,GLP-1/Glucagon receptor,rProtein,바이오/첨단,임상2상,Phase2,디앤디파마텍,MASH (Metabolic Associated Steatohepatitis),대사이상 관련 지방간염(MASH) 치료제 DD01의 글로벌 임상 2상 연구,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
HN21C0601,대사,Metabolic,glucagon,rProtein,바이오/첨단,임상2상,Phase2,한미약품㈜,Congenital hyperinsulinism,차세대 지속형 글루카곤 HM15136 선천성 고인슐린증 치료제 개발 위한 글로벌 임상 및 제품화 연구,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
RS-2025-25455041,안과,Ophthalmology,Mitochondrial chaperone,Small molecules,합성/저분자,발굴,Discovery,울산과학기술원,LHON,레버씨 시신경 위축증 치료용 혁신신약 선도물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00332803,안과,Ophthalmology,N/A,Small molecules,합성/저분자,발굴,Discovery,가천대학교산학협력단,wet age-related macular degeneration (wAMD),신규기전 ○○○ 저해 저분자 황반변성 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00283544,안과,Ophthalmology,IMPDH1,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,울산대학교산학협력단,Retinitis Pigmentosa,상염색체 우성 망막색소변성 유발 IMPDH1 돌연변이에 대한 유전자교정 치료제 유효물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00258840,안과,Ophthalmology,RPGR,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,이엔셀 주식회사,Retinitis Pigmentosa,X.염색체 연관 망막색소변성증 유전자 치료제 개발 위한 아데노 연관 바이러스기반 안구세포/조직 타겟팅 기술 및 치료 후보물질 연구개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00258166,안과,Ophthalmology,PROX1,Antibody,바이오/첨단,발굴,Discovery,(주)셀리아즈,Degenerative Retinal Disease,망막 재생 촉진 PROX1 중화항체 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00217242,안과,Ophthalmology,"Co, Fe",Small molecules,합성/저분자,발굴,Discovery,울산과학기술원,Retinal vein occlusion,선택적 일산화질소 전달체를 이용한 망막혈관폐쇄질환 치료 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0571,안과,Ophthalmology,EYS c.4957dupA,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,성균관대학교 산학협력단,Retinitis pigmentosa,프라임에디터 유전자가위를 이용한 EYS 관련 망막색소상피증 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0245,안과,Ophthalmology,PDE6B,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,서울아산병원,Genetic Retinal disease,PDE6B 연관 유전성 망막질환 유전자 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0923,안과,Ophthalmology,PDK4,Small molecules,합성/저분자,발굴,Discovery,경북대학교 산학협력단,Age-related macular degeneration,연령관련 황반변성 경구용 치료제 유효/선도물질 발굴,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0917,안과,Ophthalmology,CEP290,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,서울대학교 산학협력단,Leber Congenital Amaurosis,레버선천흑암시 유전자 변이 교정용 프라임교정기 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1155,안과,Ophthalmology,TGase2,Small molecules,합성/저분자,발굴,Discovery,대구경북첨단의료산업진흥재단,Diabetic retinopathy,TGase 2 타겟 혈관 누수 억제 기전의 경구용 당뇨병성 망막증 치료제 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00339507,안과,Ophthalmology,CEP290,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,주식회사 진코어,Leber’s congenital amaurosis 10,망막 특이적 AAV 전달체 및 초소형 유전자가위 기반 선천성 흑암시 유전자치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00337789,안과,Ophthalmology,N/A,rProtein,바이오/첨단,발굴,Discovery,주식회사 일리아스바이오로직스,Confidential,표적화 엑소좀 기반 **** 타겟 건성 황반변성 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00282906,안과,Ophthalmology,Human Complement C5,Antibody,바이오/첨단,발굴,Discovery,이뮨앱스,Macular degeneration,건성 황반변성 치료를 위한 인간 보체 C5 표적 재조합 단백질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00259507,안과,Ophthalmology,NQO1,Small molecules,합성/저분자,발굴,Discovery,(주)큐롬바이오사이언스,Leber hereditary optic neuropathy,NQO1 기반 이중작용 기전의 사립체 유전 안질환 치료제 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00166507,안과,Ophthalmology,Autophage,Small molecules,합성/저분자,발굴,Discovery,바스테라 주식회사,Dry macular degeneration,신규 기전 오토파지 활성화 유도 저분자 물질을 이용한 건성 황반 변성 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25449916,안과,Ophthalmology,"VEGF-A, VEGF-B, PlGF, Ang-2",rProtein,바이오/첨단,발굴,Discovery,주식회사 알테오젠바이오로직스,"wAMD, DME, DR",다중 특이 융합단백질을 이용한 다중 경로 조절 기전의 망막혈관질환 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25446266,안과,Ophthalmology,PDK4,Small molecules,합성/저분자,발굴,Discovery,제이디바이오사이언스,AMD,연령관련 황반변성 경구용 치료제/후보물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02223273,안과,Ophthalmology,렌즈단백질,Small molecules,합성/저분자,발굴,Discovery,주식회사 이플라스크,Presbyopia,EFL-201 노안 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00344469,안과,Ophthalmology,Nkx3.2,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,아이씨엠주식회사,"Dry-AMD(Age-related Macular Degeneration), Inherited retinal disease",신규 기전의 퇴행성 망막질환 치료제 개발을 위한 후보물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00334041,안과,Ophthalmology,"Tie2, VEGF, Ang-2",Antibody,바이오/첨단,발굴,Discovery,주식회사 맵틱스,Wet age-related macular degeneration (wAMD),Tie2 활성화 및 VEGF & Ang-2 억제의 삼중기능을 가진 습성 나이관련 황반변성(wAMD) 치료용 이중항체 후보물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00282960,안과,Ophthalmology,Ang2.targeting Tie2 receptor,Antibody,바이오/첨단,발굴,Discovery,(주)니오테스바이오,wet AMD/DR,차세대 wAMD/DR 치료제 개발을 위한 Tie2 및 Ang2 dual modulator 후보 물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00282731,안과,Ophthalmology,Human TGFBIR124H,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,주식회사 메디치바이오,Avellino corneal dystrophy,돌연변이 선택적 저해 ASO 기술을 이용한 아벨리노각막이영양증 First.in.Class 치료제에 대한 후보 물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00217306,안과,Ophthalmology,HAPLN1,rProtein,바이오/첨단,발굴,Discovery,하플사이언스,Dry eye disease,재조합 사람 단백질 HAPLN1을 이용한 안구건조증(DED) 질환 치료제에 대한 후보물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00217014,안과,Ophthalmology,RORβ,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,올릭스주식회사,Retinitis Pigmentosa,신규기전의 범용성 망막색소변성증 치료제 개발을 위한 비임상개발 후보물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0882,안과,Ophthalmology,TRAP1,Small molecules,합성/저분자,발굴,Discovery,주식회사 스마틴바이오,Diabetic retinopathy,TRAP1을 타겟으로 하는 당뇨망막병증 치료용 비임상 점안 후보물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00338382,안과,Ophthalmology,BRD2,Small molecules,합성/저분자,비임상,Preclinical,주식회사베노바이오,Age-related Macular Degeneration,신생혈관 생성 및 염증 억제를 동반 표적하는 BET 단백질 저해 황반변성 치료제 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2023-00259081,안과,Ophthalmology,Protein kinase Cα / Wnt/β.catenin 신호전달 저해,Small molecules,합성/저분자,비임상,Preclinical,아레즈(주),Macular degeneration,PKCα활성화 화합물 CGK012를 이용한 맥락막 신생혈관 생성 억제 기전의 연령관련 황반변성 서방형 안구 이식제 비임상,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2023-00219642,안과,Ophthalmology,RIPK1,Small molecules,합성/저분자,비임상,Preclinical,주식회사 마더스제약,Dry AMD,건성황반변성 치료제 개발을 위한 비임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0450,안과,Ophthalmology,SGLT2,Small molecules,합성/저분자,비임상,Preclinical,주식회사 대웅테라퓨틱스,Diabetic Retinopathy,난치성 안구 신생혈관 질환의 치료를 위한 신약개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0300,안과,Ophthalmology,P23H,Gene & Nucleic acids,바이오/첨단,비임상,Preclinical,알지노믹스 주식회사,Autosomal dominant Retinitis pigmentosa (adRP),로돕신 RNA를 타겟의 RNA 치환 효소 발현 AAV 벡터를 이용한 RNA 교정 기전의 유전성망막질환 유전자치료제에 대한 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0190,안과,Ophthalmology,sVGFR1,Gene & Nucleic acids,바이오/첨단,비임상,Preclinical,(주)씨드모젠,Macular Degeneration,후보물질 CRG-02 황반변성 유전자치료제의 IND 승인,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2023-00282791,안과,Ophthalmology,TIE.2,Antibody,바이오/첨단,임상1상,Phase1,파멥신,Macular degeneration,first in class tie2 activator PMC.403의 연령관련 황반변성 환자대상 임상 1상 연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2025-02213615,안과,Ophthalmology,VEGF,Gene & Nucleic acids,바이오/첨단,임상2상,Phase2,(주)뉴라클제네틱스,wet-AMD,습성 노인성 황반변성 치료를 위한 유전자치료제 NG101의 임상개발 및 사업화 추진,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
HN22C0520,안과,Ophthalmology,A3AR,Small molecules,합성/저분자,임상2상,Phase2,퓨쳐메디신 주식회사,"Glaucoma, Ocular hypertension",A3 아데노신 수용체 조절제 FM101를 이용한 녹내장 치료제 개발: 임상 2a상 완료 및 2b상 개발,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
RS-2025-25455100,호흡기,Respiratory,GTC-D1,Antibody,바이오/첨단,발굴,Discovery,주식회사 굳티셀,IPF,폐섬유증의 first-in-class 타겟 단백질인 GTC-D1에 대한 치료용 항체 신약 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02213647,호흡기,Respiratory,ATX (autotaxin),Gene & Nucleic acids,바이오/첨단,발굴,Discovery,숙명여자대학교 산학협력단,Pulmonary fibrosis,ASO 기반 ATX 저해기전의 폐섬유화 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0202,호흡기,Respiratory,Robo1,Antibody,바이오/첨단,발굴,Discovery,서울아산병원,Pulmonary emphysema,폐기종 치료용 폐 재생 유도 항체 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0683,호흡기,Respiratory,FBFP-101-T,Antibody,바이오/첨단,발굴,Discovery,주식회사 에프엔씨티바이오텍,Pulmonary fibrosis,폐섬유증 치료용 선도물질(인간단일클론항체) FBPF-11X의 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0414,호흡기,Respiratory,Ago2,Other-Bio.,바이오/첨단,발굴,Discovery,삼성서울병원,Bronchopulmonary Dysplasia(BPD),탯줄 중간엽 줄기세포 유래 exosome을 이용한 고농도 산소 유래 손상 치료 기전에 최적합화된 신생아 만성폐질환 치료 선도 물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0012,호흡기,Respiratory,"Integrin αVβ-3,5,6",rProtein,바이오/첨단,발굴,Discovery,주식회사 넥셀,IPF,Integrin 선택적 타겟 펩타이드를 이용한 항섬유화 기전의 IPF 흡입제형 치료제에 대한 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0513,호흡기,Respiratory,Foxj1,Small molecules,합성/저분자,발굴,Discovery,전남대학교산학협력단,Pneumonia,Foxj1 타겟의 저분자 화합물을 이용한 호흡기 감염 억제 신약후보물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0996,호흡기,Respiratory,BLT2,Small molecules,합성/저분자,발굴,Discovery,고려대학교 산학협력단,COPD,LTB4 수용체인 BLT2 저해를 통한 만성폐쇄성폐질환 치료제 개발을 위한 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0205,호흡기,Respiratory,CHIT1,Small molecules,합성/저분자,발굴,Discovery,(주) 이노보테라퓨틱스,IPF,특발성 폐섬유증 치료제 개발을 위한 AI 플랫폼기반 선도물질 발굴 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0187,호흡기,Respiratory,IL-33,Small molecules,합성/저분자,발굴,Discovery,주식회사 에즈큐리스,Asthma,저분자 사이토카인 저해제를 이용한 새로운 기전의 천식치료제 발굴,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25452684,호흡기,Respiratory,gp130,Small molecules,합성/저분자,발굴,Discovery,주식회사 프리모테라,Auto-immune Diseases & Progressive Fibrosing Interstitial Lung Disease,gp130(IL-6 패밀리 사이토카인) 억제 기전 기반 진행성 섬유화 폐질환 저분자 치료제 후보물질 개발 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25448962,호흡기,Respiratory,****,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,(주)삼양홀딩스,IPF,폐섬유증 치료를 위한 폐 선택적 mRNA 치료제 비임상시험 후보물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02213196,호흡기,Respiratory,PDE-4B,Small molecules,합성/저분자,발굴,Discovery,제일약품주식회사,Idiopathic pulmonary fibrosis,선택적인 PDE-4B 저해제 도출을 통한 특발성 폐섬유화증 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00461975,호흡기,Respiratory,CSF3,Antibody,바이오/첨단,발굴,Discovery,주식회사 에프엔씨티바이오텍,Idiopathic Pulmonary Fibrosis,CSF3 표적 폐섬유증 치료용 인간항체 FB-101 비임상 진입 후보물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00333140,호흡기,Respiratory,IL-33,Small molecules,합성/저분자,발굴,Discovery,주식회사 에즈큐리스,Asthma,IL-33 사이토카인 (cytokine)을 타겟으로 하는 신규 저분자 저해제 후보물질 발굴,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00283815,호흡기,Respiratory,ARPC2,Small molecules,합성/저분자,발굴,Discovery,주식회사 사피엔스바이오,Idiopathic pulmonary fibrosis,신규 타깃 기반 특발성 폐섬유증 치료후보물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00165740,호흡기,Respiratory,ALK5,Small molecules,합성/저분자,발굴,Discovery,오토텔릭바이오(주),IPF,선택적 ALK5 저해를 통해 부작용을 감소시킨 흡입제형으로 개발가능한 특발성 폐섬유증 치료제의 비임상 후보물질 개발(ATB-610),진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00259223,호흡기,Respiratory,HMGB1,Small molecules,합성/저분자,임상1상,Phase1,주식회사 스파크바이오파마,Idiopathic pulmonary fibrosis,특발성 폐섬유증 치료제 후보 물질 SB17170의 건강인 임상 1상 연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2023-00219938,호흡기,Respiratory,Autotacxin,Small molecules,합성/저분자,임상2상,Phase2,브릿지바이오테라퓨틱스(주),Idiopathic pulmonary fibrosis,"특발성폐섬유증 환자를 대상으로 하는 오토택신 저해제, BBT-877의 2상 임상개발",진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
RS-2022-00166689,호흡기,Respiratory,Prolyl-tRNA synthetase (PRS),Small molecules,합성/저분자,임상2상,Phase2,대웅제약,IPF,특발성 폐섬유증 치료를 위한 신규 기전 합성 약물의 임상 연구,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
RS-2023-00217370,심혈관,Cardiovascular,TNAP,Small molecules,합성/저분자,발굴,Discovery,(주)레드엔비아,Aortic stenosis,대동맥판막 협착증 치료를 위한 TNAP inhibitor의 유효·선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00217737,심혈관,Cardiovascular,FGF12,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,(주)글루진테라퓨틱스,Pulmonary hypertension,평활근세포 특이적 신 AAV벡터 최적화를 통한 AAV-FGF12 기반 폐동맥 고혈압 유전자 치료제 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0281,심혈관,Cardiovascular,pendrin,Small molecules,합성/저분자,발굴,Discovery,연세대학교 산학협력단,"Congestive heart failure, Chronic renal disease",만성심부전증과 만성신장질환에서 새로운 이뇨제 후보인 펜드린 억제제의 이뇨효과 입증 및 최적의 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02213140,심혈관,Cardiovascular,ANO6,Small molecules,합성/저분자,발굴,Discovery,주식회사 에스투시바이오,Thrombosis,출혈 안전성을 획기적으로 개선한 신규 ANO6 표적 항혈전 혁신신약 후보물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00165937,심혈관,Cardiovascular,PDGFR,Small molecules,합성/저분자,발굴,Discovery,보로노이(주),Pulmonary hypertension,흡입용 폐동맥 고혈압 치료제 개발을 위한 저분자 PDGFR 신호 억제제 후보 물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0741,심혈관,Cardiovascular,"miRNA (miR-A, 128-3p, 34a-5p, B, 203a-3p)",Gene & Nucleic acids,바이오/첨단,발굴,Discovery,(주)스템메디텍,Acute heart failure,세포투과성 안타고머에 기반한 고효율 심근경색증 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0644,심혈관,Cardiovascular,HGF,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,(주)지앤피바이오사이언스,"Peripheral arterial disease, Diabetic peripheral neuropathy",혈관 재생 기전의 간세포성장인자 유전자를 이용한 허혈성 지체질환 유전자치료제 후보물질 도출 및 비임상 유효성 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00338193,심혈관,Cardiovascular,Peroxiredoxin II (PRDX2),Small molecules,합성/저분자,비임상,Preclinical,바스테라 주식회사,Pulmonary Arterial Hypertension,신규 타겟 PRDX를 표적으로 하는 폐동맥고혈압 치료제의 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2024-00333652,심혈관,Cardiovascular,miRNA (miR-145 억제),Gene & Nucleic acids,바이오/첨단,비임상,Preclinical,(주)리젠이노팜,Myocardial infarction,세포투과성 안타고머를 이용한 고효율 심근경색증 치료제 비임상개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C1316,심혈관,Cardiovascular,PP1,rProtein,바이오/첨단,비임상,Preclinical,주식회사 나디안바이오,Pulmonary hypertension,PP1을 표적으로 하는 폐고혈압 치료제에 대한 비임상개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2023-00283541,심혈관,Cardiovascular,KARS1,Antibody,바이오/첨단,임상1상,Phase1,(주)자이메디,Pulmonary hypertension,면역세포 이동을 저해하는 폐동맥 고혈압 치료 항체 ZMA001의 임상 1상 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
HN21C1047,심혈관,Cardiovascular,DPP-4,Small molecules,합성/저분자,임상2상,Phase2,(주)레드엔비아,Aortic Stenosis,대동맥판막협착증 내과적 치료를 위한 DPP-4 Inhibitor (Evogliptin)의 글로벌 임상2상 개발연구,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
HN21C0438,소화기,Gastrointestinal,Ghrelin receptor,Small molecules,합성/저분자,발굴,Discovery,경북대학교 산학협력단,Dyspepsia,그렐린 수용체 타겟의 저분자 화합물을 이용한 기능성 소화장애 및 암악액질 치료 제에 대한 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
